MeSH Symptom Term,MeSH Disease Term,PubMed occurrence,TFIDF score
Pseudobulbar Palsy,Stroke,2,8.315397340195826
Pseudobulbar Palsy,Mental Retardation,2,8.315397340195826
Oral Hemorrhage,Oral Hemorrhage,615,1584.1860577315085
Oral Hemorrhage,Hemophilia A,149,383.810931060154
Oral Hemorrhage,Gingival Hemorrhage,104,267.8948780554096
Oral Hemorrhage,Mouth Diseases,61,157.13064962865369
Oral Hemorrhage,Blood Coagulation Disorders,51,131.37152673871046
Oral Hemorrhage,Periodontal Diseases,38,97.88466698178426
Oral Hemorrhage,Thrombocytopenia,35,90.1569301148013
Oral Hemorrhage,Postoperative Hemorrhage,33,85.00510553681266
Oral Hemorrhage,Hematoma,30,77.27736866982968
Oral Hemorrhage,Postoperative Complications,29,74.70145638083537
Oral Hemorrhage,Gingivitis,29,74.70145638083537
Oral Hemorrhage,Hemorrhagic Disorders,28,72.12554409184105
Oral Hemorrhage,von Willebrand Diseases,28,72.12554409184105
Oral Hemorrhage,Hemorrhage,27,69.54963180284672
Oral Hemorrhage,Arteriovenous Malformations,26,66.9737195138524
Apnea,Apnea,2645,4963.485087563894
Apnea,"Infant, Premature, Diseases",381,714.9670390782018
Apnea,Sudden Infant Death,169,317.1376105097536
Apnea,"Infant, Newborn, Diseases",143,268.3472088928684
Apnea,Bradycardia,134,251.45822371779275
Apnea,Brain Death,94,176.39606738412326
Apnea,Sleep Disorders,94,176.39606738412326
Apnea,Gastroesophageal Reflux,84,157.63052830070592
Apnea,Airway Obstruction,81,152.0008665756807
Apnea,Respiratory Insufficiency,77,144.49465094231374
Apnea,Sleep Apnea Syndromes,64,120.09945013387116
Apnea,Seizures,60,112.59323450050421
Apnea,"Respiratory Distress Syndrome, Newborn",58,108.84012668382074
Apnea,Respiration Disorders,50,93.82769541708684
Apnea,Hyperventilation,49,91.95114150874512
"Purpura, Thrombocytopenic","Purpura, Thrombocytopenic",3367,4763.986887698012
"Purpura, Thrombocytopenic",Autoimmune Diseases,307,434.3759948094119
"Purpura, Thrombocytopenic",Thrombocytopenia,223,315.52393108305813
"Purpura, Thrombocytopenic","Pregnancy Complications, Hematologic",127,179.69300111008243
"Purpura, Thrombocytopenic","Anemia, Hemolytic, Autoimmune",107,151.39489069904582
"Purpura, Thrombocytopenic",Blood Platelet Disorders,95,134.41602445242387
"Purpura, Thrombocytopenic",Hematologic Diseases,92,130.17130789076842
"Purpura, Thrombocytopenic","Lupus Erythematosus, Systemic",77,108.94772508249092
"Purpura, Thrombocytopenic",Angiolymphoid Hyperplasia with Eosinophilia,68,96.21357539752444
"Purpura, Thrombocytopenic",Hemangioma,66,93.38376435642078
"Purpura, Thrombocytopenic",Skin Neoplasms,60,84.89433123310981
"Purpura, Thrombocytopenic","Anemia, Hemolytic",54,76.40489810979884
"Purpura, Thrombocytopenic","Infant, Newborn, Diseases",49,69.33037050703967
"Purpura, Thrombocytopenic",Rubella,47,66.50055946593602
"Purpura, Thrombocytopenic",Hodgkin Disease,45,63.670748424832354
Confusion,Confusion,1176,1774.5230964617458
Confusion,Cognition Disorders,406,612.6329737784598
Confusion,Dementia,202,304.807538677953
Confusion,Delirium,105,158.43956218408448
Confusion,Alzheimer Disease,73,110.15321942322063
Confusion,Brain Diseases,69,104.11742657811266
Confusion,Psychotic Disorders,61,92.04584088789669
Confusion,Cerebral Infarction,58,87.5189962540657
Confusion,Postoperative Complications,53,79.97425519768073
Confusion,Status Epilepticus,45,67.90266950746478
Confusion,Seizures,43,64.88477308491079
Confusion,Migraine Disorders,43,64.88477308491079
Confusion,Depressive Disorder,39,58.848980239802806
Confusion,Parkinson Disease,39,58.848980239802806
Confusion,"Delirium, Dementia, Amnestic, Cognitive Disorders",38,57.34003202852581
Body Weight,Obesity,7901,2709.9469802907884
Body Weight,Hypertension,3054,1047.4848851801123
Body Weight,"Diabetes Mellitus, Experimental",2268,777.8964373243269
Body Weight,"Diabetes Mellitus, Type 2",1612,552.8964095973612
Body Weight,Diabetes Mellitus,1100,377.2866318592415
Body Weight,Anorexia Nervosa,1082,371.11285061063575
Body Weight,Nutrition Disorders,1038,356.0213853362661
Body Weight,Protein-Energy Malnutrition,646,221.57014925551815
Body Weight,"Kidney Failure, Chronic",636,218.14027078407054
Body Weight,Growth Disorders,624,214.02441661833336
Body Weight,Eating Disorders,615,210.93752599403047
Body Weight,"Diabetes Mellitus, Type 1",543,186.24240099960738
Body Weight,Hyperlipidemias,483,165.66313017092148
Body Weight,Protein Deficiency,480,164.6341666294872
Body Weight,Coronary Artery Disease,475,162.91922739376338
"Syncope, Vasovagal","Syncope, Vasovagal",928,2953.422582650365
"Syncope, Vasovagal",Syncope,121,385.0906600222998
"Syncope, Vasovagal","Hypotension, Orthostatic",49,155.9458044718404
"Syncope, Vasovagal",Heart Arrest,28,89.1118882696231
"Syncope, Vasovagal",Epilepsy,25,79.56418595502063
"Syncope, Vasovagal",Autonomic Nervous System Diseases,23,73.19905107861895
"Syncope, Vasovagal",Heart Block,17,54.10364644941402
"Syncope, Vasovagal","Arrhythmias, Cardiac",15,47.738511573012374
"Syncope, Vasovagal",Bradycardia,15,47.738511573012374
"Syncope, Vasovagal",Seizures,15,47.738511573012374
"Syncope, Vasovagal",Phobic Disorders,13,41.37337669661072
"Syncope, Vasovagal",Dizziness,12,38.1908092584099
"Syncope, Vasovagal",Ventricular Fibrillation,11,35.00824182020907
"Syncope, Vasovagal",Tachycardia,10,31.82567438200825
"Syncope, Vasovagal",Heart Diseases,9,28.64310694380742
"Neuralgia, Postherpetic","Neuralgia, Postherpetic",243,996.0225353282201
"Neuralgia, Postherpetic",Herpes Zoster,112,459.0721150483977
"Neuralgia, Postherpetic",Pain,24,98.3725960817995
"Neuralgia, Postherpetic",Diabetic Neuropathies,23,94.27373791172455
"Neuralgia, Postherpetic",Neuralgia,16,65.58173072119969
"Neuralgia, Postherpetic",Trigeminal Neuralgia,12,49.18629804089975
"Neuralgia, Postherpetic",Herpes Zoster Ophthalmicus,8,32.790865360599845
"Neuralgia, Postherpetic","Pain, Intractable",7,28.69200719052486
"Neuralgia, Postherpetic",Peripheral Nervous System Diseases,7,28.69200719052486
"Neuralgia, Postherpetic",Facial Pain,6,24.593149020449875
"Neuralgia, Postherpetic",Chickenpox,5,20.4942908503749
"Neuralgia, Postherpetic",Hyperalgesia,4,16.395432680299923
"Neuralgia, Postherpetic",Low Back Pain,4,16.395432680299923
"Neuralgia, Postherpetic","Skin Diseases, Viral",3,12.296574510224938
"Neuralgia, Postherpetic",Sleep Disorders,3,12.296574510224938
Muscle Rigidity,Muscle Rigidity,723,1736.597416943343
Muscle Rigidity,Parkinson Disease,327,785.4320267503086
Muscle Rigidity,Movement Disorders,58,139.31210260403031
Muscle Rigidity,Malignant Hyperthermia,49,117.69470737237042
Muscle Rigidity,Tremor,49,117.69470737237042
Muscle Rigidity,Neuroleptic Malignant Syndrome,40,96.0773121407105
Muscle Rigidity,Dementia,35,84.0676481231217
Muscle Rigidity,Basal Ganglia Diseases,35,84.0676481231217
Muscle Rigidity,Spasm,32,76.86184971256843
Muscle Rigidity,Parkinsonian Disorders,30,72.05798410553291
Muscle Rigidity,Encephalomyelitis,30,72.05798410553291
Muscle Rigidity,Muscle Spasticity,28,67.25411849849738
Muscle Rigidity,Huntington Disease,27,64.85218569497961
Muscle Rigidity,"Parkinson Disease, Secondary",26,62.45025289146185
Muscle Rigidity,Decerebrate State,25,60.04832008794408
Hematemesis,Hematemesis,635,1324.5221971550936
Hematemesis,Gastrointestinal Hemorrhage,250,521.4654319508242
Hematemesis,Melena,105,219.01548141934612
Hematemesis,Stomach Neoplasms,73,152.26790612964066
Hematemesis,Esophageal and Gastric Varices,72,150.18204440183737
Hematemesis,Stomach Ulcer,51,106.37894811796814
Hematemesis,Esophageal Fistula,48,100.12136293455823
Hematemesis,Aortic Diseases,45,93.86377775114836
Hematemesis,Esophageal Diseases,44,91.77791602334507
Hematemesis,Peptic Ulcer Hemorrhage,42,87.60619256773846
Hematemesis,"Hypertension, Portal",35,73.00516047311538
Hematemesis,Duodenal Diseases,33,68.8334370175088
Hematemesis,Stomach Diseases,33,68.8334370175088
Hematemesis,Liver Cirrhosis,30,62.5758518340989
Hematemesis,Esophageal Neoplasms,30,62.5758518340989
Flatulence,Irritable Bowel Syndrome,51,160.03123022342882
Flatulence,Lactose Intolerance,35,109.82535407490214
Flatulence,"Colonic Diseases, Functional",31,97.27388503777046
Flatulence,Gastrointestinal Diseases,27,84.72241600063876
Flatulence,Fecal Incontinence,24,75.30881422279003
Flatulence,Postoperative Complications,18,56.481610667092525
Flatulence,Intestinal Diseases,15,47.06800888924376
Flatulence,"Diabetes Mellitus, Type 2",9,28.240805333546263
Flatulence,Gallstones,8,25.102938074263342
Flatulence,Obesity,8,25.102938074263342
Flatulence,Urinary Incontinence,7,21.965070814980425
Flatulence,Cholelithiasis,7,21.965070814980425
Flatulence,Helicobacter Infections,6,18.827203555697512
Flatulence,Gastroesophageal Reflux,6,18.827203555697512
Flatulence,Malabsorption Syndromes,6,18.827203555697512
Horner Syndrome,Horner Syndrome,891,1968.7770850119514
Horner Syndrome,Carotid Artery Diseases,69,152.46421870462922
Horner Syndrome,"Carotid Artery, Internal, Dissection",55,121.52944969209575
Horner Syndrome,Paralysis,39,86.17542796348606
Horner Syndrome,"Aneurysm, Dissecting",36,79.54654888937176
Horner Syndrome,Head and Neck Neoplasms,30,66.28879074114313
Horner Syndrome,Postoperative Complications,27,59.659911667028815
Horner Syndrome,Neurilemmoma,26,57.450285308990715
Horner Syndrome,Neuroblastoma,26,57.450285308990715
Horner Syndrome,Autonomic Nervous System Diseases,25,55.24065895095261
Horner Syndrome,Headache,23,50.821406234876406
Horner Syndrome,Pancoast Syndrome,21,46.402153518800205
Horner Syndrome,Blepharoptosis,18,39.77327444468588
Horner Syndrome,Cluster Headache,17,37.56364808664778
Horner Syndrome,Aneurysm,16,35.35402172860967
Facial Paralysis,Facial Paralysis,4562,6191.076110858149
Facial Paralysis,Facial Nerve Diseases,178,241.5632502702215
Facial Paralysis,Ophthalmoplegia,171,232.06357188880833
Facial Paralysis,Herpes Zoster,153,207.63582747946012
Facial Paralysis,Lyme Disease,128,173.70840468869858
Facial Paralysis,Parotid Neoplasms,127,172.35130777706814
Facial Paralysis,Otitis Media,120,162.85162939565495
Facial Paralysis,Postoperative Complications,115,156.06614483750266
Facial Paralysis,Cranial Nerve Neoplasms,113,153.3519510142417
Facial Paralysis,Skull Fractures,109,147.9235633677199
Facial Paralysis,Cranial Nerve Diseases,88,119.4245282234803
Facial Paralysis,Ear Neoplasms,82,111.28194675369755
Facial Paralysis,Neurilemmoma,78,105.85355910717571
Facial Paralysis,Paralysis,76,103.1393652839148
Facial Paralysis,Ear Diseases,74,100.42517146065387
Hypergammaglobulinemia,Hypergammaglobulinemia,1914,3213.8455633350745
Hypergammaglobulinemia,Multiple Myeloma,201,337.504157905094
Hypergammaglobulinemia,Immunologic Deficiency Syndromes,136,228.36102226414326
Hypergammaglobulinemia,Autoimmune Diseases,103,172.9498918618144
Hypergammaglobulinemia,Monoclonal Gammopathy of Undetermined Significance,89,149.44213956991726
Hypergammaglobulinemia,Lymphatic Diseases,78,130.97176276914098
Hypergammaglobulinemia,Sjogren's Syndrome,70,117.5387614594855
Hypergammaglobulinemia,Familial Mediterranean Fever,67,112.5013859683647
Hypergammaglobulinemia,Amyloidosis,64,107.46401047724387
Hypergammaglobulinemia,Lymphoma,63,105.78488531353693
Hypergammaglobulinemia,Paraproteinemias,62,104.10576014983
Hypergammaglobulinemia,Blood Protein Disorders,57,95.71013433129532
Hypergammaglobulinemia,Skin Diseases,56,94.03100916758841
Hypergammaglobulinemia,"Lupus Erythematosus, Systemic",55,92.35188400388144
Hypergammaglobulinemia,HIV Infections,53,88.99363367646757
Renal Colic,Kidney Calculi,5,24.408087546623058
Renal Colic,Urolithiasis,5,24.408087546623058
Renal Colic,Ureteral Calculi,4,19.52647003729845
Renal Colic,Pain,3,14.644852527973836
Renal Colic,"Aortic Aneurysm, Abdominal",2,9.763235018649224
Renal Colic,Pregnancy Complications,2,9.763235018649224
Renal Colic,Obesity,2,9.763235018649224
Renal Colic,Ureterolithiasis,2,9.763235018649224
Renal Colic,"Hyperparathyroidism, Primary",1,4.881617509324612
Renal Colic,"Anemia, Sickle Cell",1,4.881617509324612
Renal Colic,Thrombosis,1,4.881617509324612
Renal Colic,Nephrolithiasis,1,4.881617509324612
Renal Colic,Peripheral Arterial Disease,1,4.881617509324612
Renal Colic,"Aneurysm, Dissecting",1,4.881617509324612
Renal Colic,Arteriovenous Fistula,1,4.881617509324612
Ataxia,Ataxia,2295,2799.1190408230773
Ataxia,Ophthalmoplegia,171,208.56181088485678
Ataxia,Brain Diseases,106,129.28392955435567
Ataxia,Tremor,101,123.18563099047097
Ataxia,Cerebral Infarction,100,121.96597127769401
Ataxia,Hemiplegia,93,113.42835328825544
Ataxia,Peripheral Nervous System Diseases,88,107.33005472437073
Ataxia,Epilepsy,78,95.13345759660132
Ataxia,Movement Disorders,77,93.9137978838244
Ataxia,Fragile X Syndrome,77,93.9137978838244
Ataxia,Myoclonus,76,92.69413817104746
Ataxia,Cerebellar Diseases,75,91.47447845827051
Ataxia,Mental Retardation,73,89.03515903271662
Ataxia,Multiple Sclerosis,65,79.27788133050113
Ataxia,Dementia,55,67.08128420273171
"Cardiac Output, Low","Cardiac Output, Low",2997,6421.958561718277
"Cardiac Output, Low",Heart Failure,306,655.6954687640284
"Cardiac Output, Low",Myocardial Infarction,232,497.1285906969104
"Cardiac Output, Low","Ventricular Dysfunction, Left",187,400.7027864669063
"Cardiac Output, Low",Postoperative Complications,164,351.4184865271264
"Cardiac Output, Low",Hypertension,96,205.70838235734226
"Cardiac Output, Low",Coronary Artery Disease,95,203.5655867077866
"Cardiac Output, Low",Myocardial Ischemia,91,194.99440410956402
"Cardiac Output, Low",Coronary Disease,77,164.99526501578492
"Cardiac Output, Low","Cardiomyopathy, Dilated",70,149.99569546889538
"Cardiac Output, Low",Heart Diseases,66,141.42451287067283
"Cardiac Output, Low","Arrhythmias, Cardiac",61,130.71053462289456
"Cardiac Output, Low",Cardiomyopathies,53,113.56816942644936
"Cardiac Output, Low","Shock, Cardiogenic",52,111.42537377689371
"Cardiac Output, Low",Cardiomegaly,50,107.13978247778242
Hypesthesia,Hypesthesia,711,1224.314302366748
Hypesthesia,Peripheral Nervous System Diseases,79,136.03492248519422
Hypesthesia,Pain,62,106.76158473521572
Hypesthesia,Paresthesia,49,84.37609116170275
Hypesthesia,Postoperative Complications,49,84.37609116170275
Hypesthesia,Cerebral Infarction,38,65.43451967642254
Hypesthesia,Nerve Compression Syndromes,36,61.99059758818977
Hypesthesia,Leprosy,33,56.824714455840635
Hypesthesia,Corneal Diseases,32,55.102753411724244
Hypesthesia,Hemiplegia,29,49.93687027937509
Hypesthesia,Neuralgia,28,48.21490923525872
Hypesthesia,Sensation Disorders,28,48.21490923525872
Hypesthesia,Cranial Nerve Diseases,26,44.770987147025956
Hypesthesia,Muscle Weakness,26,44.770987147025956
Hypesthesia,Polyneuropathies,25,43.04902610290957
"Supranuclear Palsy, Progressive","Supranuclear Palsy, Progressive",1164,3531.747612108089
"Supranuclear Palsy, Progressive",Parkinson Disease,285,864.7320184285271
"Supranuclear Palsy, Progressive",Dementia,195,591.6587494510975
"Supranuclear Palsy, Progressive",Alzheimer Disease,110,333.7562176390806
"Supranuclear Palsy, Progressive",Parkinsonian Disorders,102,309.4830381744202
"Supranuclear Palsy, Progressive",Neurodegenerative Diseases,89,270.03912154434704
"Supranuclear Palsy, Progressive",Multiple System Atrophy,84,254.86838437893428
"Supranuclear Palsy, Progressive",Basal Ganglia Diseases,68,206.32202544961345
"Supranuclear Palsy, Progressive",Movement Disorders,35,106.19516015788929
"Supranuclear Palsy, Progressive",Nerve Degeneration,35,106.19516015788929
"Supranuclear Palsy, Progressive","Parkinson Disease, Secondary",31,94.05857042555908
"Supranuclear Palsy, Progressive",Cognition Disorders,30,91.02442299247652
"Supranuclear Palsy, Progressive",Tauopathies,28,84.95612812631144
"Supranuclear Palsy, Progressive",Ocular Motility Disorders,28,84.95612812631144
"Supranuclear Palsy, Progressive",Brain Diseases,24,72.81953839398122
Dysgeusia,Dysgeusia,139,482.629696360323
Dysgeusia,Taste Disorders,34,118.05330702338837
Dysgeusia,Olfaction Disorders,11,38.19371697815507
Dysgeusia,Mouth Diseases,9,31.24940480030868
Dysgeusia,Lung Neoplasms,8,27.777248711385496
Dysgeusia,Head and Neck Neoplasms,6,20.832936533539122
Dysgeusia,Ageusia,6,20.832936533539122
Dysgeusia,Inappropriate ADH Syndrome,4,13.888624355692748
Dysgeusia,Pain,4,13.888624355692748
Dysgeusia,Salivary Gland Diseases,4,13.888624355692748
Dysgeusia,Cerebral Infarction,4,13.888624355692748
Dysgeusia,Hyponatremia,4,13.888624355692748
Dysgeusia,Xerostomia,4,13.888624355692748
Dysgeusia,Burning Mouth Syndrome,4,13.888624355692748
Dysgeusia,Kidney Diseases,3,10.416468266769561
Muscle Hypotonia,Muscle Hypotonia,882,1461.0428208104938
Muscle Hypotonia,"Abnormalities, Multiple",173,286.5764263040992
Muscle Hypotonia,Paralysis,144,238.5376033976316
Muscle Hypotonia,Mental Retardation,138,228.59853658939699
Muscle Hypotonia,Developmental Disabilities,73,120.9253128335216
Muscle Hypotonia,Neuromuscular Diseases,68,112.64275715999271
Muscle Hypotonia,Muscular Diseases,53,87.79509013940607
Muscle Hypotonia,Hypokalemia,40,66.260445388231
Muscle Hypotonia,Prader-Willi Syndrome,35,57.97788971470214
Muscle Hypotonia,"Infant, Newborn, Diseases",34,56.321378579996356
Muscle Hypotonia,Cerebral Palsy,33,54.664867445290575
Muscle Hypotonia,Poliomyelitis,31,51.35184517587904
Muscle Hypotonia,Chromosome Aberrations,30,49.69533404117326
Muscle Hypotonia,Muscular Atrophy,28,46.382311771761714
Muscle Hypotonia,"Metabolism, Inborn Errors",26,43.06928950235016
"Urinary Incontinence, Urge","Urinary Incontinence, Urge",171,705.8616158881478
"Urinary Incontinence, Urge","Urinary Bladder, Overactive",90,371.5061136253409
"Urinary Incontinence, Urge","Urinary Incontinence, Stress",40,165.11382827792931
"Urinary Incontinence, Urge",Urinary Incontinence,38,156.85813686403282
"Urinary Incontinence, Urge",Urination Disorders,10,41.27845706948232
"Urinary Incontinence, Urge",Prostatic Hyperplasia,9,37.15061136253409
"Urinary Incontinence, Urge","Cystitis, Interstitial",6,24.767074241689397
"Urinary Incontinence, Urge",Urinary Retention,6,24.767074241689397
"Urinary Incontinence, Urge",Postoperative Complications,6,24.767074241689397
