MeSH Symptom Term,MeSH Disease Term,PubMed occurrence,TFIDF score
Pelvic Pain,Leiomyoma,33,67.35557813081867
Pelvic Pain,Pelvic Infection,31,63.273421880466024
Gait Ataxia,Gait Ataxia,129,361.48069982617625
Gait Ataxia,Cerebral Infarction,12,33.626111611737315
Gait Ataxia,Cerebellar Diseases,11,30.82393564409254
Gait Ataxia,Polyneuropathies,10,28.021759676447765
Gait Ataxia,Spinal Cord Diseases,9,25.219583708802986
Gait Ataxia,Friedreich Ataxia,9,25.219583708802986
Gait Ataxia,Spinocerebellar Ataxias,8,22.417407741158208
Gait Ataxia,Brain Diseases,8,22.417407741158208
Gait Ataxia,Cerebellar Ataxia,8,22.417407741158208
Gait Ataxia,Ataxia,7,19.61523177351344
Gait Ataxia,Tremor,6,16.813055805868654
Gait Ataxia,Paraneoplastic Cerebellar Degeneration,6,16.813055805868654
Gait Ataxia,Multiple System Atrophy,6,16.813055805868654
Gait Ataxia,Fragile X Syndrome,5,14.010879838223882
Gait Ataxia,"Nystagmus, Pathologic",5,14.010879838223882
"Aphasia, Wernicke","Aphasia, Wernicke",408,1426.0918444675262
"Aphasia, Wernicke",Aphasia,401,1401.6245824300934
"Aphasia, Wernicke","Aphasia, Broca",201,702.5599527891491
"Aphasia, Wernicke",Cerebral Infarction,60,209.71938889228332
"Aphasia, Wernicke",Anomia,48,167.7755111138266
"Aphasia, Wernicke","Brain Damage, Chronic",32,111.85034074255108
"Aphasia, Wernicke","Dyslexia, Acquired",26,90.87840185332277
"Aphasia, Wernicke",Cerebrovascular Disorders,24,83.8877555569133
"Aphasia, Wernicke",Language Disorders,21,73.40178611229916
"Aphasia, Wernicke",Dementia,19,66.41113981588971
"Aphasia, Wernicke",Stroke,17,59.42049351948026
"Aphasia, Wernicke",Brain Diseases,14,48.934524074866104
"Aphasia, Wernicke",Apraxias,14,48.934524074866104
"Aphasia, Wernicke",Agraphia,13,45.439200926661385
"Aphasia, Wernicke",Cerebral Hemorrhage,12,41.94387777845665
Metatarsalgia,Metatarsalgia,44,216.18811313612446
Metatarsalgia,Foot Diseases,8,39.30692966111353
Metatarsalgia,Neuroma,4,19.653464830556764
Metatarsalgia,Pain,4,19.653464830556764
Metatarsalgia,Nerve Compression Syndromes,3,14.740098622917573
Metatarsalgia,Foot Deformities,2,9.826732415278382
Metatarsalgia,Diabetic Foot,2,9.826732415278382
Metatarsalgia,Callosities,2,9.826732415278382
Metatarsalgia,"Fractures, Stress",2,9.826732415278382
Metatarsalgia,Postoperative Complications,2,9.826732415278382
Metatarsalgia,Hallux Valgus,2,9.826732415278382
Metatarsalgia,Flatfoot,2,9.826732415278382
Metatarsalgia,Gout,1,4.913366207639191
Metatarsalgia,Femoral Fractures,1,4.913366207639191
Metatarsalgia,Ulnar Nerve Compression Syndromes,1,4.913366207639191
Articulation Disorders,Articulation Disorders,771,1455.2231464227857
Articulation Disorders,Language Development Disorders,123,232.1562218028569
Articulation Disorders,Speech Disorders,107,201.957038478908
Articulation Disorders,Cleft Palate,97,183.08254890144002
Articulation Disorders,Dyslexia,76,143.4461207887571
Articulation Disorders,Velopharyngeal Insufficiency,56,105.697141633821
Articulation Disorders,Language Disorders,46,86.82265205635298
Articulation Disorders,Voice Disorders,42,79.27285622536576
Articulation Disorders,Apraxias,40,75.49795830987216
Articulation Disorders,Dysarthria,39,73.61050935212533
Articulation Disorders,Cleft Lip,38,71.72306039437855
Articulation Disorders,Malocclusion,24,45.2987749859233
Articulation Disorders,Aphasia,24,45.2987749859233
Articulation Disorders,Postoperative Complications,22,41.52387707042968
Articulation Disorders,Parkinson Disease,22,41.52387707042968
Urinoma,Ureteral Obstruction,6,30.77086552353683
Urinoma,Hydronephrosis,4,20.513910349024552
Urinoma,Pleural Effusion,4,20.513910349024552
Urinoma,Urethral Obstruction,3,15.385432761768413
Urinoma,Kidney Diseases,3,15.385432761768413
Urinoma,Fetal Diseases,3,15.385432761768413
Urinoma,Ureteral Calculi,2,10.256955174512276
Urinoma,"Wounds, Nonpenetrating",2,10.256955174512276
Urinoma,Postoperative Complications,2,10.256955174512276
Urinoma,Pregnancy Complications,2,10.256955174512276
Urinoma,Ascites,2,10.256955174512276
Urinoma,Vesico-Ureteral Reflux,1,5.128477587256138
Urinoma,Bipolar Disorder,1,5.128477587256138
Urinoma,Retroperitoneal Fibrosis,1,5.128477587256138
Urinoma,Urinary Fistula,1,5.128477587256138
Torticollis,Torticollis,1590,3426.435567012652
Torticollis,Dystonia,201,433.1531754525428
Torticollis,Dislocations,105,226.274046878194
Torticollis,Spasm,73,157.3143373534111
Torticollis,Movement Disorders,56,120.67949166837013
Torticollis,Blepharospasm,52,112.05952797777228
Torticollis,Dystonic Disorders,39,84.0446459833292
Torticollis,Facial Asymmetry,34,73.26969137008187
Torticollis,Dystonia Musculorum Deformans,33,71.1147004474324
Torticollis,Tremor,32,68.95970952478294
Torticollis,Spinal Diseases,31,66.80471860213348
Torticollis,Ophthalmoplegia,30,64.649727679484
Torticollis,"Nystagmus, Pathologic",29,62.494736756834534
Torticollis,Gastroesophageal Reflux,26,56.02976398888614
Torticollis,Muscle Spasticity,25,53.87477306623667
Heartburn,Gastroesophageal Reflux,534,1696.4482687240238
Heartburn,"Esophagitis, Peptic",83,263.6801616181536
Heartburn,Pregnancy Complications,57,181.0815567739126
Heartburn,Esophagitis,50,158.84347085430934
Heartburn,Esophageal Diseases,33,104.83669076384415
Heartburn,Barrett Esophagus,27,85.77547426132705
Heartburn,"Hernia, Diaphragmatic",27,85.77547426132705
Heartburn,Gastrointestinal Diseases,26,82.59860484424085
Heartburn,Deglutition Disorders,23,73.0679965929823
Heartburn,Esophageal Achalasia,20,63.53738834172374
Heartburn,Esophageal Neoplasms,19,60.360518924637546
Heartburn,Duodenal Ulcer,14,44.47617183920661
Heartburn,Helicobacter Infections,13,41.29930242212043
Heartburn,"Hernia, Hiatal",13,41.29930242212043
Heartburn,Pain,12,38.12243300503424
Agnosia,Agnosia,1050,2663.0230401050203
Agnosia,Cerebral Infarction,123,311.9541275551595
Agnosia,Dementia,110,278.98336610624017
Agnosia,"Brain Damage, Chronic",86,218.11426804669688
Agnosia,Perceptual Disorders,83,210.50563078925398
Agnosia,Aphasia,78,197.82456869351583
Agnosia,Alzheimer Disease,73,185.1435065977776
Agnosia,Brain Diseases,67,169.92623208289174
Agnosia,Cerebrovascular Disorders,67,169.92623208289174
Agnosia,Apraxias,66,167.39001966374408
Agnosia,Hemiplegia,53,134.41925821482482
Agnosia,Cognition Disorders,52,131.8830457956772
Agnosia,Vision Disorders,52,131.8830457956772
Agnosia,Stroke,40,101.44849676590552
Agnosia,"Dyslexia, Acquired",32,81.15879741272444
Anoxia,"Hypertension, Pulmonary",1134,1136.255040316271
Anoxia,Respiratory Insufficiency,798,799.5868802225611
Anoxia,Altitude Sickness,624,625.2408687454614
Anoxia,"Lung Diseases, Obstructive",559,560.1116115844758
Anoxia,Sleep Apnea Syndromes,419,419.83321154543
Anoxia,Coronary Artery Disease,385,385.76560010737603
Anoxia,Lung Diseases,377,377.74969153371626
Anoxia,Coronary Disease,367,367.7298058166416
Anoxia,Ischemia,357,357.70992009956683
Anoxia,Brain Ischemia,352,352.6999772410295
Anoxia,Pulmonary Edema,315,315.62640008785314
Anoxia,Acidosis,293,293.5826515102888
Anoxia,Fetal Diseases,274,274.54486864784684
Anoxia,Myocardial Infarction,262,262.5210057873572
Anoxia,Postoperative Complications,246,246.4891886400376
Flank Pain,Kidney Diseases,34,107.06111694918944
Flank Pain,Urinary Calculi,21,66.12598399802877
Flank Pain,Ureteral Calculi,20,62.97712761717026
Flank Pain,Hematuria,20,62.97712761717026
Flank Pain,Kidney Neoplasms,18,56.679414855453224
Flank Pain,Kidney Calculi,16,50.38170209373621
Flank Pain,Infarction,16,50.38170209373621
Flank Pain,Ureteral Obstruction,14,44.083989332019186
Flank Pain,Hemorrhage,6,18.89313828515108
Flank Pain,Hydronephrosis,6,18.89313828515108
Flank Pain,Angiomyolipoma,6,18.89313828515108
Flank Pain,Pregnancy Complications,5,15.744281904292565
Flank Pain,"Aneurysm, Dissecting",5,15.744281904292565
Flank Pain,Urolithiasis,5,15.744281904292565
Flank Pain,Adrenal Gland Neoplasms,4,12.595425523434052
"Hearing Loss, Mixed Conductive-Sensorineural","Hearing Loss, Mixed Conductive-Sensorineural",39,156.13837162055555
"Hearing Loss, Mixed Conductive-Sensorineural","Hearing Loss, Conductive",11,44.0390278929772
"Hearing Loss, Mixed Conductive-Sensorineural",Hearing Loss,7,28.024835931894582
"Hearing Loss, Mixed Conductive-Sensorineural",Otosclerosis,6,24.02128794162393
"Hearing Loss, Mixed Conductive-Sensorineural","Abnormalities, Multiple",4,16.01419196108262
"Hearing Loss, Mixed Conductive-Sensorineural","Hearing Loss, Sensorineural",4,16.01419196108262
"Hearing Loss, Mixed Conductive-Sensorineural","Otitis Media, Suppurative",4,16.01419196108262
"Hearing Loss, Mixed Conductive-Sensorineural",Ear Neoplasms,3,12.010643970811966
"Hearing Loss, Mixed Conductive-Sensorineural",Hearing Disorders,3,12.010643970811966
"Hearing Loss, Mixed Conductive-Sensorineural",Fistula,3,12.010643970811966
"Hearing Loss, Mixed Conductive-Sensorineural","Hearing Loss, Bilateral",3,12.010643970811966
"Hearing Loss, Mixed Conductive-Sensorineural","Cholesteatoma, Middle Ear",2,8.00709598054131
"Hearing Loss, Mixed Conductive-Sensorineural",Skull Fractures,2,8.00709598054131
"Hearing Loss, Mixed Conductive-Sensorineural",Mastoiditis,2,8.00709598054131
"Hearing Loss, Mixed Conductive-Sensorineural",Cholesteatoma,2,8.00709598054131
Dysmenorrhea,Dysmenorrhea,1327,3662.6590081918657
Dysmenorrhea,Endometriosis,250,690.0261884310222
Dysmenorrhea,Menstruation Disturbances,84,231.84879931282347
Dysmenorrhea,Pain,76,209.76796128303081
Dysmenorrhea,Premenstrual Syndrome,65,179.40680899206578
Dysmenorrhea,"Genital Diseases, Female",58,160.08607571599717
Dysmenorrhea,Menorrhagia,43,118.68450441013584
Dysmenorrhea,"Infertility, Female",37,102.12387588779129
Dysmenorrhea,Uterine Diseases,34,93.84356162661902
Dysmenorrhea,Uterine Neoplasms,24,66.24251408937813
Dysmenorrhea,Amenorrhea,18,49.6818855670336
Dysmenorrhea,Uterine Hemorrhage,16,44.16167605958543
Dysmenorrhea,Dyspareunia,14,38.64146655213725
Dysmenorrhea,Leiomyoma,13,35.88136179841316
Dysmenorrhea,Pelvic Neoplasms,11,30.36115229096498
Striae Distensae,Pregnancy Complications,1,6.401443263069027
Striae Distensae,Brain Neoplasms,1,6.401443263069027
Striae Distensae,Cicatrix,1,6.401443263069027
Striae Distensae,Ulcer,1,6.401443263069027
Striae Distensae,Glioma,1,6.401443263069027
Striae Distensae,Marfan Syndrome,1,6.401443263069027
Striae Distensae,Skin Diseases,1,6.401443263069027
Agraphia,Agraphia,431,1443.9108306332566
Agraphia,"Dyslexia, Acquired",122,408.71721887994727
Agraphia,Aphasia,91,304.86284359078036
Agraphia,Cerebral Infarction,73,244.56030310029632
Agraphia,Dyslexia,59,197.65832716325318
Agraphia,Dementia,44,147.40621008784984
Agraphia,Apraxias,43,144.0560689494896
Agraphia,Brain Diseases,33,110.55465756588737
Agraphia,Alzheimer Disease,30,100.50423415080671
Agraphia,Cerebral Hemorrhage,23,77.05324618228514
Agraphia,"Brain Damage, Chronic",22,73.70310504392492
Agraphia,Language Disorders,21,70.35296390556469
Agraphia,"Aphasia, Wernicke",19,63.65268162884425
Agraphia,Cerebrovascular Disorders,19,63.65268162884425
Agraphia,Anomia,18,60.30254049048403
Reticulocytosis,Anemia,5,25.846497908881965
Reticulocytosis,Malaria,3,15.50789874532918
Reticulocytosis,"Anemia, Hemolytic, Autoimmune",3,15.50789874532918
Reticulocytosis,"Anemia, Hemolytic",3,15.50789874532918
Reticulocytosis,"Anemia, Sickle Cell",2,10.338599163552788
Reticulocytosis,Alcoholism,2,10.338599163552788
Reticulocytosis,"Jaundice, Neonatal",1,5.169299581776394
Reticulocytosis,Thromboembolism,1,5.169299581776394
Reticulocytosis,Hematologic Diseases,1,5.169299581776394
Reticulocytosis,"Anemia, Aplastic",1,5.169299581776394
Reticulocytosis,Adrenal Gland Diseases,1,5.169299581776394
Reticulocytosis,"Anemia, Hypochromic",1,5.169299581776394
Reticulocytosis,Hemoglobinopathies,1,5.169299581776394
Reticulocytosis,Breast Neoplasms,1,5.169299581776394
Reticulocytosis,"Acidosis, Renal Tubular",1,5.169299581776394
Muscle Cramp,Muscle Cramp,791,1773.8651021500987
Muscle Cramp,Muscular Diseases,78,174.91969401732956
Muscle Cramp,Dystonia,49,109.8854488057583
Muscle Cramp,Pain,43,96.43008772750221
Muscle Cramp,Fasciculation,25,56.06400449273383
Muscle Cramp,Spasm,23,51.578884133315135
Muscle Cramp,Neuromuscular Diseases,22,49.33632395360578
Muscle Cramp,Peripheral Nervous System Diseases,20,44.85120359418707
Muscle Cramp,Liver Cirrhosis,19,42.60864341447771
Muscle Cramp,"Kidney Failure, Chronic",19,42.60864341447771
Muscle Cramp,Movement Disorders,18,40.366083234768354
Muscle Cramp,Pregnancy Complications,18,40.366083234768354
Muscle Cramp,Hypothyroidism,17,38.123523055058996
Muscle Cramp,Amyotrophic Lateral Sclerosis,14,31.395842515930944
Muscle Cramp,Temporomandibular Joint Dysfunction Syndrome,13,29.153282336221594
Hyperemesis Gravidarum,Hyperemesis Gravidarum,698,2006.8077514400989
Hyperemesis Gravidarum,Pregnancy Complications,141,405.3866661218538
Hyperemesis Gravidarum,Wernicke Encephalopathy,50,143.7541369226432
Hyperemesis Gravidarum,Hyperthyroidism,40,115.00330953811456
Hyperemesis Gravidarum,Helicobacter Infections,21,60.376737507510136
Hyperemesis Gravidarum,Liver Diseases,18,51.75148929215155
Hyperemesis Gravidarum,"Pregnancy Complications, Infectious",16,46.001323815245826
Hyperemesis Gravidarum,Jaundice,13,37.37607559988723
Hyperemesis Gravidarum,Thyrotoxicosis,12,34.50099286143437
Hyperemesis Gravidarum,Toxemia,12,34.50099286143437
Hyperemesis Gravidarum,Pre-Eclampsia,11,31.625910122981505
Hyperemesis Gravidarum,"Abnormalities, Drug-Induced",10,28.75082738452864
Hyperemesis Gravidarum,Thiamine Deficiency,7,20.125579169170052
Hyperemesis Gravidarum,Hyperparathyroidism,6,17.250496430717185
Hyperemesis Gravidarum,Stomach Neoplasms,6,17.250496430717185
Intermittent Claudication,Intermittent Claudication,2806,6224.558784991003
Intermittent Claudication,Arterial Occlusive Diseases,786,1743.5863168221415
Intermittent Claudication,Peripheral Arterial Disease,492,1091.4051754153863
Intermittent Claudication,Peripheral Vascular Diseases,464,1029.2926857575999
Intermittent Claudication,Ischemia,361,800.8074559450295
Intermittent Claudication,Arteriosclerosis,223,494.6816140602259
Intermittent Claudication,Vascular Diseases,167,370.45663474465346
Intermittent Claudication,Spinal Stenosis,99,219.61201700431556
Intermittent Claudication,Arteriosclerosis Obliterans,99,219.61201700431556
Intermittent Claudication,Cysts,77,170.8093465589121
Intermittent Claudication,Thrombosis,74,164.15443695272072
Intermittent Claudication,Diabetic Angiopathies,74,164.15443695272072
Intermittent Claudication,Aortic Diseases,65,144.18970813414657
Intermittent Claudication,Coronary Artery Disease,61,135.3164953258914
Intermittent Claudication,Coronary Disease,53,117.57006970938104
Usher Syndromes,Usher Syndromes,138,657.4091573662155
Usher Syndromes,Retinitis Pigmentosa,15,71.45751710502344
Usher Syndromes,Deafness,13,61.92984815768697
Usher Syndromes,Genetic Predisposition to Disease,5,23.819172368341146
Usher Syndromes,Vision Disorders,5,23.819172368341146
Usher Syndromes,Retinal Degeneration,5,23.819172368341146
Usher Syndromes,Hearing Loss,5,23.819172368341146
Usher Syndromes,"Hearing Loss, Sensorineural",3,14.291503421004686
Usher Syndromes,Cataract,3,14.291503421004686
Usher Syndromes,"Abnormalities, Multiple",2,9.527668947336457
Usher Syndromes,Macular Edema,2,9.527668947336457
Usher Syndromes,Retinal Neoplasms,2,9.527668947336457
Usher Syndromes,Psychotic Disorders,2,9.527668947336457
Usher Syndromes,Brain Neoplasms,2,9.527668947336457
Usher Syndromes,Hallucinations,1,4.763834473668228
Fetal Distress,Pregnancy Complications,160,414.15226211952927
Fetal Distress,Obstetric Labor Complications,111,287.3181318454234
Fetal Distress,Fetal Diseases,97,251.0798089099646
Fetal Distress,Fetal Growth Retardation,87,225.19529252749405
Fetal Distress,Fetal Hypoxia,54,139.77638846534114
Fetal Distress,Asphyxia Neonatorum,53,137.18793682709406
Fetal Distress,Pre-Eclampsia,51,132.01103355059996
Fetal Distress,Toxemia,51,132.01103355059996
Fetal Distress,Pregnancy in Diabetics,45,116.48032372111759
Fetal Distress,Acidosis,40,103.53806552988232
Fetal Distress,Fetal Death,38,98.3611622533882
Fetal Distress,Oligohydramnios,38,98.3611622533882
Fetal Distress,"Pregnancy Complications, Cardiovascular",36,93.18425897689407
Fetal Distress,"Fetal Membranes, Premature Rupture",31,80.2420007856588
Fetal Distress,"Infant, Newborn, Diseases",30,77.65354914741174
"Cardiac Output, High","Cardiac Output, High",81,310.75600635420665
"Cardiac Output, High",Heart Failure,29,111.25832326261715
"Cardiac Output, High",Arteriovenous Fistula,20,76.72987811214978
"Cardiac Output, High","Telangiectasia, Hereditary Hemorrhagic",13,49.874420772897345
"Cardiac Output, High",Arteriovenous Malformations,8,30.69195124485991
"Cardiac Output, High","Cardiac Output, Low",8,30.69195124485991
"Cardiac Output, High",Hypotension,5,19.182469528037444
"Cardiac Output, High",Angiolymphoid Hyperplasia with Eosinophilia,5,19.182469528037444
"Cardiac Output, High","Hypertension, Pulmonary",5,19.182469528037444
"Cardiac Output, High",Hemangioma,5,19.182469528037444
"Cardiac Output, High",Sepsis,4,15.345975622429956
"Cardiac Output, High",Liver Diseases,4,15.345975622429956
"Cardiac Output, High",Aortic Diseases,3,11.509481716822464
"Cardiac Output, High","Shock, Septic",3,11.509481716822464
"Cardiac Output, High",Intraoperative Complications,3,11.509481716822464
Prostatism,Prostatic Hyperplasia,142,661.5033020374773
Prostatism,Urinary Bladder Neck Obstruction,30,139.75421874031207
Prostatism,Erectile Dysfunction,21,97.82795311821845
Prostatism,Prostatic Neoplasms,17,79.19405728617684
Prostatism,Urination Disorders,17,79.19405728617684
Prostatism,"Urinary Bladder, Overactive",14,65.21863541214563
Prostatism,"Sexual Dysfunction, Physiological",12,55.90168749612483
Prostatism,Prostatitis,6,27.95084374806241
Prostatism,Urinary Retention,4,18.63389583204161
Prostatism,Metabolic Syndrome X,3,13.975421874031207
Prostatism,Urinary Incontinence,3,13.975421874031207
Prostatism,Urinary Bladder Diseases,3,13.975421874031207
Prostatism,Postoperative Complications,2,9.316947916020805
Prostatism,Obesity,2,9.316947916020805
Prostatism,"Impotence, Vasculogenic",2,9.316947916020805
"Pain, Postoperative","Pain, Postoperative",9549,16021.840472322425
"Pain, Postoperative",Pain,532,892.6190314457565
"Pain, Postoperative",Postoperative Complications,384,644.2964437503205
"Pain, Postoperative",Hyperalgesia,87,145.97341303718196
"Pain, Postoperative","Pain, Intractable",70,117.44987255865215
"Pain, Postoperative",Neuralgia,65,109.06059594731987
"Pain, Postoperative",Postoperative Nausea and Vomiting,56,93.95989804692174
"Pain, Postoperative",Respiratory Insufficiency,54,90.60418740238882
"Pain, Postoperative",Toothache,53,88.92633208012235
"Pain, Postoperative",Phantom Limb,51,85.57062143558944
"Pain, Postoperative",Facial Pain,49,82.21491079105652
"Pain, Postoperative",Back Pain,41,68.79206821292485
"Pain, Postoperative",Inflammation,36,60.40279160159255
"Pain, Postoperative",Postoperative Hemorrhage,31,52.01351499026025
"Pain, Postoperative",Breast Neoplasms,29,48.65780434572733
Muscle Weakness,Muscle Weakness,2979,2958.1204323928264
Muscle Weakness,Paresis,1455,1444.8020238776644
Muscle Weakness,Cerebral Infarction,767,761.6241596660952
Muscle Weakness,Stroke,643,638.4932655349403
Muscle Weakness,Muscular Diseases,208,206.54214499419533
Muscle Weakness,Muscular Atrophy,108,107.24303682390914
Muscle Weakness,Peripheral Nervous System Diseases,100,99.2991081702862
Muscle Weakness,Myasthenia Gravis,94,93.34116168006905
Muscle Weakness,Movement Disorders,94,93.34116168006905
Muscle Weakness,Brain Neoplasms,93,92.34817059836618
Muscle Weakness,Pain,93,92.34817059836618
Muscle Weakness,Brain Ischemia,91,90.36218843496044
Muscle Weakness,Neuromuscular Diseases,82,81.42526869963469
Muscle Weakness,"Gait Disorders, Neurologic",81,80.43227761793182
Muscle Weakness,Spinal Cord Compression,78,77.45330437282324
Fever,Neutropenia,1236,765.0069135021547
Fever,Bacterial Infections,651,402.92839861642614
Fever,Infection,397,245.71824001646885
Fever,Sepsis,326,201.77366812435474
Fever,Seizures,297,183.82447678813915
Fever,Malaria,284,175.77828756845628
Fever,Bacteremia,279,172.6835994070398
Fever,Agranulocytosis,258,159.68590912909056
Fever,Urinary Tract Infections,205,126.88221461807585
Fever,Pneumonia,192,118.836025398393
Fever,Postoperative Complications,189,116.97921250154309
Fever,"Malaria, Falciparum",187,115.7413372369765
Fever,Drug Hypersensitivity,174,107.69514801729365
Fever,Inflammation,173,107.07621038501034
Fever,Leukemia,164,101.50577169446068
Thinness,Obesity,641,1711.8543499177326
Thinness,Anorexia Nervosa,102,272.4011602053178
Thinness,Eating Disorders,78,208.30676956877244
Thinness,"Diabetes Mellitus, Type 2",68,181.60077347021183
Thinness,Diabetes Mellitus,32,85.45918751539381
Thinness,Polycystic Ovary Syndrome,32,85.45918751539381
Thinness,Hypertension,30,80.11798829568171
Thinness,Malnutrition,20,53.411992197121144
Thinness,"Obesity, Morbid",18,48.07079297740903
Thinness,Bulimia Nervosa,17,45.400193367552966
Thinness,"Pulmonary Disease, Chronic Obstructive",15,40.058994147840856
Thinness,Pregnancy Complications,14,37.388394537984794
Thinness,Nutrition Disorders,14,37.388394537984794
Thinness,HIV Infections,14,37.388394537984794
Thinness,Inflammation,13,34.71779492812874
Hearing Disorders,Hearing Disorders,5873,4316.752344720072
Hearing Disorders,Speech Disorders,204,149.94338129114504
Hearing Disorders,Deafness,202,148.47334814123184
Hearing Disorders,Otitis Media,164,120.54271829288128
Hearing Disorders,Labyrinth Diseases,139,102.16730391896644
Hearing Disorders,Ear Diseases,139,102.16730391896644
Hearing Disorders,Meniere Disease,137,100.69727076905329
Hearing Disorders,Dizziness,123,90.40703871966095
Hearing Disorders,Vision Disorders,109,80.11680667026866
Hearing Disorders,Vertigo,105,77.17674037044229
Hearing Disorders,Tinnitus,102,74.97169064557252
Hearing Disorders,Language Disorders,95,69.82657462087636
Hearing Disorders,Mental Retardation,91,66.88650832105
Hearing Disorders,Otitis Media with Effusion,89,65.4164751711368
Hearing Disorders,Cleft Palate,81,59.53634257148405
"Akathisia, Drug-Induced","Akathisia, Drug-Induced",410,1275.4736942106995
"Akathisia, Drug-Induced",Schizophrenia,155,482.19127464063035
"Akathisia, Drug-Induced","Dyskinesia, Drug-Induced",68,211.54197855201852
"Akathisia, Drug-Induced",Psychomotor Agitation,66,205.32015565342968
"Akathisia, Drug-Induced",Depressive Disorder,65,202.20924420413533
"Akathisia, Drug-Induced",Psychotic Disorders,59,183.54377550836895
"Akathisia, Drug-Induced",Basal Ganglia Diseases,56,174.2110411604858
"Akathisia, Drug-Induced",Bipolar Disorder,33,102.66007782671484
"Akathisia, Drug-Induced",Substance Withdrawal Syndrome,30,93.3273434788317
"Akathisia, Drug-Induced",Dystonia,29,90.21643202953727
"Akathisia, Drug-Induced","Parkinson Disease, Secondary",24,74.66187478306534
"Akathisia, Drug-Induced",Anxiety Disorders,18,55.996406087299
"Akathisia, Drug-Induced",Tourette Syndrome,17,52.885494638004616
"Akathisia, Drug-Induced",Substance-Related Disorders,14,43.55276029012145
"Akathisia, Drug-Induced",Restless Legs Syndrome,13,40.44184884082706
Labor Pain,Labor Pain,289,1325.3983026684946
Labor Pain,Obstetric Labor Complications,14,64.20614615003086
Labor Pain,Low Back Pain,7,32.10307307501543
Labor Pain,Pregnancy Complications,6,27.516919778584658
Labor Pain,Pain,5,22.930766482153878
Labor Pain,Puerperal Disorders,4,18.344613185723105
Labor Pain,"Pain, Postoperative",3,13.758459889292329
Labor Pain,Bradycardia,2,9.172306592861553
Labor Pain,Horner Syndrome,2,9.172306592861553
Labor Pain,Trigeminal Nerve Diseases,2,9.172306592861553
Labor Pain,Breech Presentation,2,9.172306592861553
Labor Pain,"Abortion, Spontaneous",2,9.172306592861553
Labor Pain,Scoliosis,2,9.172306592861553
Labor Pain,Migraine Disorders,1,4.586153296430776
Labor Pain,Rheumatic Heart Disease,1,4.586153296430776
Quadriplegia,Quadriplegia,2532,3466.661643157897
Quadriplegia,Spinal Cord Injuries,971,1329.4346190783247
Quadriplegia,Paraplegia,308,421.6950182040412
Quadriplegia,Cerebral Palsy,210,287.51933059366445
Quadriplegia,Spinal Cord Compression,106,145.12880496632587
Quadriplegia,Muscle Spasticity,85,116.37687190695942
Quadriplegia,Spinal Cord Diseases,82,112.26945289847849
Quadriplegia,Hypokalemia,79,108.16203388999756
Quadriplegia,Respiratory Insufficiency,74,101.31633554252936
Quadriplegia,Dislocations,68,93.10149752556755
Quadriplegia,"Urinary Bladder, Neurogenic",58,79.41010083063114
Quadriplegia,Paralysis,58,79.41010083063114
Quadriplegia,Spinal Injuries,57,78.04096116113749
Quadriplegia,Cerebral Infarction,56,76.67182149164385
Quadriplegia,"Fractures, Bone",52,71.1952628136693
Purpura Fulminans,Purpura Fulminans,46,215.45442123575583
Purpura Fulminans,Protein C Deficiency,12,56.205501191936314
Purpura Fulminans,Chickenpox,8,37.47033412795753
Purpura Fulminans,Pneumococcal Infections,6,28.102750595968157
Purpura Fulminans,Meningococcal Infections,6,28.102750595968157
Purpura Fulminans,Protein S Deficiency,4,18.735167063978764
Purpura Fulminans,Disseminated Intravascular Coagulation,4,18.735167063978764
Purpura Fulminans,"Shock, Septic",2,9.367583531989382
Purpura Fulminans,Skin Diseases,2,9.367583531989382
Purpura Fulminans,"Malaria, Falciparum",2,9.367583531989382
Purpura Fulminans,Sepsis,2,9.367583531989382
Purpura Fulminans,Gangrene,2,9.367583531989382
Purpura Fulminans,"Lupus Erythematosus, Systemic",1,4.683791765994691
Purpura Fulminans,Respiratory Tract Infections,1,4.683791765994691
Purpura Fulminans,Hantavirus Infections,1,4.683791765994691
Athetosis,Athetosis,569,1469.2503540141724
Athetosis,Chorea,365,942.4892429089156
Athetosis,Cerebral Palsy,138,356.3383986888502
Athetosis,Movement Disorders,97,250.4697440059309
Athetosis,Dystonia,59,152.34757625103018
Athetosis,"Purine-Pyrimidine Metabolism, Inborn Errors",45,116.19730392027724
Athetosis,Mental Retardation,42,108.45081699225877
Athetosis,Basal Ganglia Diseases,27,69.71838235216634
Athetosis,Self Mutilation,25,64.55405773348735
Athetosis,Epilepsy,24,61.97189542414786
Athetosis,Parkinson Disease,19,49.06108387745039
Athetosis,Brain Diseases,19,49.06108387745039
Athetosis,Hemiplegia,13,33.568110021413425
Athetosis,Muscle Spasticity,13,33.568110021413425
Athetosis,Hyperkinesis,12,30.98594771207393
Cough,Cough,4598,6045.124636740938
Cough,Asthma,707,929.513509825107
Cough,Gastroesophageal Reflux,311,408.8807659909594
Cough,Common Cold,308,404.93657853767036
Cough,Bronchitis,294,386.5303704223217
Cough,Lung Diseases,242,318.16445456531244
Cough,Respiratory Tract Infections,175,230.07760144185815
Cough,Lung Neoplasms,173,227.4481431396655
Cough,Dyspnea,155,203.78301841993152
Cough,"Tuberculosis, Pulmonary",149,195.89464351335354
Cough,Syncope,110,144.62020662059655
Cough,Foreign Bodies,110,144.62020662059655
Cough,"Urinary Incontinence, Stress",99,130.1581859585369
